time/fps,train/ent_coef_loss,rollout/success_rate,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/episodes,train/ent_coef,time/total_timesteps,time/time_elapsed
53,3.368051528930664,0.38,-25.268297509999996,0.0003,282549,4.661815643310547,0.007610243745148182,150.0,1884,0.002600297564640641,282650,1556
53,-2.4244539737701416,0.38,-25.432105869999997,0.0003,283149,4.497763633728027,0.004634637385606766,150.0,1888,0.002578909508883953,283250,1568
53,1.295320987701416,0.38,-22.301634519999993,0.0003,283749,4.589278697967529,0.0060024806298315525,150.0,1892,0.002508878707885742,283850,1580
53,-4.554658889770508,0.38,-22.25851946,0.0003,284349,4.138922214508057,0.01776733621954918,150.0,1896,0.0024909183848649263,284450,1593
52,-0.6947615146636963,0.37,-22.231022359999997,0.0003,284949,4.420723915100098,0.031013570725917816,150.0,1900,0.0025011945981532335,285050,1605
52,-0.1449657380580902,0.38,-22.2171912,0.0003,285549,4.488487243652344,0.011186064220964909,150.0,1904,0.0024437822867184877,285650,1617
52,-2.10579776763916,0.37,-22.09180367,0.0003,286149,4.338022232055664,0.0035848249681293964,150.0,1908,0.0024182326160371304,286250,1629
52,-3.6966779232025146,0.36,-22.12072535,0.0003,286749,4.2290754318237305,0.0064001064747571945,150.0,1912,0.00240797339938581,286850,1642
52,-0.34160757064819336,0.35,-21.81597236,0.0003,287349,4.576906204223633,0.0045865080319345,150.0,1916,0.0023930096067488194,287450,1654
52,1.2156436443328857,0.38,-21.6247465,0.0003,287949,4.873108863830566,0.009303012862801552,150.0,1920,0.0022933182772248983,288050,1666
52,-0.011553168296813965,0.4,-21.013631020000002,0.0003,288549,4.25184965133667,0.005048053339123726,150.0,1924,0.0023123081773519516,288650,1679
52,0.28365087509155273,0.39,-21.13193522,0.0003,289149,4.575744152069092,0.005889099091291428,150.0,1928,0.0022797049023211002,289250,1691
52,-2.545027494430542,0.39,-21.091864309999995,0.0003,289749,4.588787078857422,0.0036881286650896072,150.0,1932,0.0022977131884545088,289850,1703
52,4.13162088394165,0.39,-20.99170657,0.0003,290349,4.855754375457764,0.004735915455967188,150.0,1936,0.002300253137946129,290450,1716
52,1.3822786808013916,0.39,-21.07455824,0.0003,290949,4.736606597900391,0.0052262600511312485,150.0,1940,0.0022226914297789335,291050,1728
52,1.7121409177780151,0.4,-21.001017790000002,0.0003,291549,4.5684285163879395,0.005008908919990063,150.0,1944,0.002203882671892643,291650,1740
52,0.4271061420440674,0.41,-17.71685574,0.0003,292149,4.404217720031738,0.0037600253708660603,150.0,1948,0.0022283371072262526,292250,1753
52,4.9354071617126465,0.42,-15.610390850000002,0.0003,292749,4.687653064727783,0.0055737728253006935,150.0,1952,0.0022470203693956137,292850,1765
52,-2.0692431926727295,0.43,-15.422659290000002,0.0003,293349,4.265164852142334,0.0061567239463329315,150.0,1956,0.0022328488994389772,293450,1777
52,4.691241264343262,0.42,-16.139629969999998,0.0003,293949,4.568260669708252,0.015778830274939537,150.0,1960,0.0022088042460381985,294050,1790
52,1.303178310394287,0.41,-14.46371145,0.0003,294549,4.3394694328308105,0.005456472747027874,150.0,1964,0.002190376166254282,294650,1802
52,-1.04268479347229,0.39,-14.399321880000002,0.0003,295149,4.457287311553955,0.0032945277635008097,150.0,1968,0.0021787830628454685,295250,1814
52,-0.7720932960510254,0.39,-13.715520809999997,0.0003,295749,4.525463104248047,0.004593785852193832,150.0,1972,0.002148515312001109,295850,1827
52,4.8286333084106445,0.42,-13.618017850000001,0.0003,296349,4.637821674346924,0.004639375954866409,150.0,1976,0.002200182294473052,296450,1839
