time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_fraction,train/std,train/value_loss,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/n_updates,train/loss
295,344064,70,484,-31.94106104,150.0,0.214453125,0.34031373262405396,7.801983866095543,-2.3477001912891864,0.2,-0.002274575726187322,0.9374827668070793,0.0003,0.02932093,2650,1.6079684495925903
299,346112,71,485,-29.815831000000003,150.0,0.276318359375,0.3414360582828522,4.122369371424429,-2.3550722390413283,0.2,0.0023559394263429566,0.9425309635698795,0.0003,0.06388336,2660,0.34063220024108887
303,348160,72,485,-24.916247279999997,150.0,0.45126953125,0.34030386805534363,0.6129710945766419,-2.34436142295599,0.2,0.0030198792926967146,0.4760552644729614,0.0003,0.045026705,2670,0.7392787337303162
307,350208,73,485,-25.16258738,150.0,0.3578125,0.33871009945869446,0.10376480338163674,-2.323715826869011,0.2,-0.004315351790864952,0.7366130352020264,0.0003,0.038211074,2680,0.010528478771448135
311,352256,74,485,-28.487637850000002,150.0,0.394580078125,0.33870646357536316,0.9678506380063482,-2.3063929177820683,0.2,0.0024720970046473666,0.1889667510986328,0.0003,0.04198002,2690,0.10606617480516434
315,354304,75,486,-25.609280520000002,150.0,0.2873046875,0.3393459916114807,7.124150568572804,-2.316925598680973,0.2,0.0032744446376455016,0.9359723851084709,0.0003,0.05096922,2700,0.5119143724441528
319,356352,76,486,-25.423287779999995,150.0,0.3923828125,0.3389874994754791,0.24475432133185676,-2.3190821200609206,0.2,-0.004266719201768865,-0.20005261898040771,0.0003,0.040351816,2710,0.05557652562856674
324,358400,77,486,-19.11533613,150.0,0.363720703125,0.3393635153770447,0.16715493009542115,-2.3185593731701375,0.2,-0.010131891492346768,0.7831814289093018,0.0003,0.03873449,2720,0.026483304798603058
328,360448,78,486,-20.97658397,150.0,0.251123046875,0.3381739556789398,7.374702773964964,-2.319768598675728,0.2,-0.0137721036982839,0.9344063550233841,0.0003,0.23690315,2730,1.5588295459747314
332,362496,79,486,-21.116068730000006,150.0,0.35078125,0.3370075225830078,0.5757681741844862,-2.289075902104378,0.2,-0.012258858505811076,0.9820509497076273,0.0003,0.07046741,2740,0.06366342306137085
336,364544,80,486,-23.08634332,150.0,0.403564453125,0.33639830350875854,0.11158688814321067,-2.2718130208551885,0.2,-0.005187985938391648,0.7522688657045364,0.0003,0.04134482,2750,0.05081747844815254
340,366592,81,486,-20.064011939999997,150.0,0.254443359375,0.3351157307624817,4.503092160943197,-2.248382566869259,0.2,-0.010179141338448971,0.9334509149193764,0.0003,0.07144236,2760,0.22270993888378143
344,368640,82,486,-22.26865651,150.0,0.399365234375,0.33533787727355957,3.876230707933428,-2.238898814469576,0.2,-0.0002608588431030512,-0.38378190994262695,0.0003,0.032860525,2770,2.1703484058380127
348,370688,83,487,-22.638248060000002,150.0,0.241455078125,0.33598563075065613,5.500715062586823,-2.257556749880314,0.2,0.0043811383955471685,0.8845858424901962,0.0003,0.08360718,2780,0.4192614257335663
353,372736,84,487,-24.636887419999997,150.0,0.372509765625,0.33549246191978455,0.24035279503295898,-2.252292361855507,0.2,-0.01126237432617927,0.7006337344646454,0.0003,0.04018359,2790,0.011716768145561218
357,374784,85,487,-23.16126633,150.0,0.193701171875,0.33592158555984497,41.50724733523093,-2.255899105221033,0.2,-0.014955760177690536,0.6310591697692871,0.0003,0.05117178,2800,6.667897701263428
361,376832,86,487,-24.596437809999998,150.0,0.3107421875,0.3347740173339844,2.6896136769559233,-2.2467845134437083,0.2,-0.0019795003689068837,0.953408807516098,0.0003,0.053195633,2810,0.6290952563285828
365,378880,87,487,-23.269870560000005,150.0,0.362255859375,0.3330380320549011,0.5801778203691356,-2.219955063611269,0.2,-0.0006882566995045636,0.9875091006979346,0.0003,0.05715136,2820,0.08780167996883392
369,380928,88,487,-27.936457870000005,150.0,0.387890625,0.3333125710487366,3.233210491464706,-2.2075967878103255,0.2,0.004803559790889267,0.8227880746126175,0.0003,0.04236377,2830,0.03706100583076477
373,382976,89,487,-25.821320770000003,150.0,0.317333984375,0.3312523365020752,3.122618137579411,-2.18735211789608,0.2,-0.008236067461257334,0.9664445295929909,0.0003,0.045115612,2840,1.0291768312454224
377,385024,90,487,-27.649263089999994,150.0,0.42421875,0.3279464542865753,0.4384106388839427,-2.135907292366028,0.2,-0.002266677912848536,0.5539003908634186,0.0003,0.035526257,2850,0.07403291016817093
382,387072,91,487,-29.073495229999995,150.0,0.29990234375,0.32711654901504517,2.214967530890135,-2.096428778767586,0.2,-0.017861324665136635,0.9471284411847591,0.0003,0.11845937,2860,0.0022910162806510925
386,389120,92,487,-26.559315240000004,150.0,0.314697265625,0.32545843720436096,1.1797567328088916,-2.076848723739386,0.2,0.0022327052691252904,0.41840988397598267,0.0003,0.51485753,2870,0.11205966770648956
390,391168,93,487,-25.733443339999997,150.0,0.273876953125,0.3241354823112488,3.9913075209129603,-2.040937939286232,0.2,-0.01898002077359706,0.952533695846796,0.0003,0.3154167,2880,0.9326753616333008
394,393216,94,487,-28.39138664,150.0,0.39296875,0.3228592574596405,2.745262640947476,-2.0024579714983703,0.2,0.00630760571511928,0.675749272108078,0.0003,0.03934837,2890,0.5307950377464294
399,395264,95,487,-32.68321081999999,150.0,0.33212890625,0.3211410641670227,6.9657170115271585,-1.9751017954200507,0.2,-0.02565219210810028,0.9597343653440475,0.0003,0.38590497,2900,0.20129314064979553
403,397312,96,487,-30.8444863,150.0,0.225537109375,0.3226105868816376,11.571145022846759,-1.9602666154503823,0.2,-0.0002609023373224773,0.9674287401139736,0.0003,0.037008792,2910,3.2584269046783447
407,399360,97,486,-35.78906067999999,150.0,0.45537109375,0.32232338190078735,0.1259571987291565,-1.9819378495216369,0.2,0.005200560041703284,0.7339001893997192,0.0003,0.04423969,2920,0.14562341570854187
412,401408,98,487,-35.35919052,150.0,0.257568359375,0.3238489329814911,21.520412829425187,-1.989867676049471,0.2,-0.002364646061323583,0.9664808847010136,0.0003,0.023969995,2930,6.390440464019775
416,403456,99,487,-37.934099499999995,150.0,0.39873046875,0.320940762758255,0.9220551627222449,-1.9744802366942167,0.2,0.0041662373405415565,-3.083590030670166,0.0003,0.04992731,2940,5.932524800300598e-05
420,405504,100,487,-38.8167921,150.0,0.386376953125,0.3198871314525604,4.6941439298447225,-1.9361504916101695,0.2,-0.007004422172758496,0.9713399317115545,0.0003,0.43448317,2950,0.08978120237588882
424,407552,101,487,-37.371616550000006,150.0,0.29091796875,0.31903892755508423,19.72994826147333,-1.915486066043377,0.2,-0.007134708207740914,0.9423007890582085,0.0003,0.09118274,2960,0.3400372564792633
428,409600,102,487,-35.12735695000001,150.0,0.324169921875,0.3211395740509033,2.651096045458689,-1.9378465354442596,0.2,-0.0025629622527048924,0.9665692783892155,0.0003,0.076989174,2970,0.1700662076473236
432,411648,103,487,-32.22128003,150.0,0.41162109375,0.3200016915798187,4.150901518715545,-1.94211782887578,0.2,-0.005830142359627644,0.9707677736878395,0.0003,0.11534916,2980,1.274927020072937
437,413696,104,487,-30.55717663,150.0,0.3890625,0.31920865178108215,1.5302593438420444,-1.9138370759785175,0.2,-0.006041429882316152,0.787607729434967,0.0003,0.064075656,2990,0.13350079953670502
441,415744,105,487,-32.30118002,150.0,0.25576171875,0.3203281760215759,6.8957423735409975,-1.919477205350995,0.2,-0.002104841123218648,0.942908626049757,0.0003,0.026750261,3000,0.24479582905769348
445,417792,106,487,-28.58358398,150.0,0.310302734375,0.3209226429462433,7.558013860229403,-1.9415056850761174,0.2,-0.00869383905082941,0.9516045674681664,0.0003,0.050555095,3010,0.41099613904953003
449,419840,107,487,-28.598796179999994,150.0,0.465380859375,0.3200238347053528,0.17059998640906998,-1.9325869008898735,0.2,0.0018017219568719155,0.8249020576477051,0.0003,0.04242742,3020,0.021174442023038864
453,421888,108,487,-22.53772113,150.0,0.389306640625,0.3178810179233551,0.1698217130760895,-1.9006083637475968,0.2,-0.0023400946374749765,0.6307048201560974,0.0003,0.044260144,3030,0.03642681986093521
457,423936,109,487,-23.82253228,150.0,0.34345703125,0.31604593992233276,0.5202601917495485,-1.8704742908477783,0.2,-0.007989088614704088,0.9877600483596325,0.0003,0.07484739,3040,0.02197498083114624
462,425984,110,487,-28.92804384,150.0,0.319091796875,0.31452029943466187,1.5772726197494193,-1.828546442091465,0.2,-0.026607490499736743,0.9425148442387581,0.0003,0.40770692,3050,0.005078982561826706
466,428032,111,487,-31.82384955,150.0,0.2373046875,0.31406697630882263,19.459190950356422,-1.7955315593630075,0.2,0.0022649757491308266,0.9430638551712036,0.0003,0.027712319,3060,5.674152851104736
470,430080,112,487,-28.214773639999997,150.0,0.390234375,0.31456419825553894,1.8031312656472438,-1.806210482865572,0.2,-0.003293632765416987,0.9645196571946144,0.0003,0.09468073,3070,0.1565864533185959
474,432128,113,487,-28.9587766,150.0,0.421826171875,0.31382447481155396,0.41860982149664777,-1.7925441697239877,0.2,-0.0016249973530648276,0.5231895744800568,0.0003,0.05148533,3080,-0.006231468170881271
479,434176,114,487,-30.41232541999999,150.0,0.341015625,0.3121787905693054,1.925239381683059,-1.7675709512084723,0.2,-0.007795254650409334,0.8422858417034149,0.0003,0.30908465,3090,0.7785256505012512
483,436224,115,487,-30.32124683,150.0,0.33251953125,0.30974680185317993,2.2759375237394126,-1.7170012347400188,0.2,-0.017888658041192683,0.9081597998738289,0.0003,0.24301569,3100,1.0623315572738647
487,438272,116,487,-29.16007694,150.0,0.376123046875,0.3086039423942566,0.2718279953696765,-1.6742060553282498,0.2,-0.0029588365272502416,0.4980041980743408,0.0003,0.043108396,3110,0.05311951786279678
491,440320,117,487,-29.577417030000003,150.0,0.261083984375,0.3073790371417999,9.220174960349686,-1.65001050978899,0.2,-0.0015643903010641226,0.905810996890068,0.0003,0.056719266,3120,0.35457587242126465
496,442368,118,487,-26.52152237,150.0,0.38486328125,0.3075658679008484,2.1949444028607106,-1.640113689750433,0.2,-0.0010643472880474292,0.531142383813858,0.0003,0.042351305,3130,1.7202736139297485
500,444416,119,487,-27.886855779999998,150.0,0.3009765625,0.3059048056602478,12.572610580478795,-1.6388169966638089,0.2,-0.020186599825683514,0.9672466516494751,0.0003,0.44653162,3140,0.22356289625167847
504,446464,120,487,-26.81145255,150.0,0.369482421875,0.3053266704082489,0.6031323909468483,-1.601398029923439,0.2,2.460009272908792e-05,0.9735811296850443,0.0003,0.1235184,3150,0.003197338432073593
508,448512,121,487,-25.497774500000002,150.0,0.437939453125,0.305838018655777,2.1911522365553537,-1.590536306425929,0.2,0.005535236654395703,-0.24836397171020508,0.0003,0.046400316,3160,0.10670654475688934
512,450560,122,487,-25.465792570000005,150.0,0.409130859375,0.30634695291519165,2.732615157670807,-1.6121381521224976,0.2,0.03398718020544038,0.9185454249382019,0.0003,0.105048664,3170,0.551163911819458
516,452608,123,487,-23.030535379999996,150.0,0.40791015625,0.30397453904151917,0.5008254544620285,-1.5848157443106174,0.2,-0.0035441108571831136,-0.42265260219573975,0.0003,0.06819342,3180,-0.001131473109126091
520,454656,124,487,-20.87830237,150.0,0.36103515625,0.3017077147960663,0.08962511979334523,-1.5330497823655604,0.2,-0.008025466684193816,0.7327204644680023,0.0003,0.0369174,3190,0.0020034052431583405
524,456704,125,487,-21.136763710000004,150.0,0.35830078125,0.30029401183128357,6.471480765054002,-1.4861733712255956,0.2,0.0031088753283256667,0.6460692882537842,0.0003,0.027477104,3200,0.4128184914588928
529,458752,126,487,-18.293614780000002,150.0,0.228759765625,0.300365686416626,19.91559136840515,-1.470595020800829,0.2,-0.001952072939457139,0.7556227147579193,0.0003,0.046257418,3210,13.252575874328613
533,460800,127,487,-16.588751979999998,150.0,0.3537109375,0.303396612405777,2.3703575160645416,-1.5116955142468214,0.2,-0.0010255438537569717,0.45809298753738403,0.0003,0.02916719,3220,0.042505428194999695
537,462848,128,487,-16.398273619999998,150.0,0.40078125,0.3017808496952057,0.19248829278221818,-1.5257436715066433,0.2,0.0013505099104804685,0.12064862251281738,0.0003,0.03308715,3230,-0.013132834807038307
541,464896,129,487,-16.67565238,150.0,0.411328125,0.3025344908237457,0.12915467875427566,-1.5105381768196822,0.2,-0.0013279433020215946,0.770415335893631,0.0003,0.038932867,3240,0.04470853880047798
545,466944,130,487,-16.641785300000002,150.0,0.311865234375,0.29949983954429626,2.325124559062533,-1.501230865344405,0.2,0.010552465218643193,0.9043329581618309,0.0003,0.68577427,3250,0.9312031865119934
549,468992,131,488,-19.11633822,150.0,0.372119140625,0.29930803179740906,0.6090576402668375,-1.4554482001811266,0.2,-0.012769392932386835,-0.25466716289520264,0.0003,0.049772263,3260,-0.002957449294626713
554,471040,132,487,-20.600359920000002,150.0,0.296630859375,0.2987835705280304,3.2188608895172366,-1.4508771669119596,0.2,-0.001136715071334038,0.9231652691960335,0.0003,0.17073062,3270,0.09116820991039276
558,473088,133,487,-20.98561899,150.0,0.433544921875,0.29904311895370483,1.947993681486696,-1.4435913253575563,0.2,0.020611207115871368,0.4559667110443115,0.0003,0.048439436,3280,0.6068325042724609
562,475136,134,487,-20.93729363,150.0,0.2763671875,0.2975822389125824,10.041530187486206,-1.4420819498598576,0.2,-0.030599630618235098,0.9341947734355927,0.0003,0.33007696,3290,0.181178480386734
567,477184,135,487,-21.10030567,150.0,0.443212890625,0.298024982213974,1.3953604913549498,-1.4106418177485467,0.2,0.0029406848494545556,0.2865716814994812,0.0003,0.057616442,3300,0.33238309621810913
571,479232,136,487,-22.975048650000005,150.0,0.42734375,0.297136127948761,0.12731475351029076,-1.410376949980855,0.2,-0.004021404107334092,0.8668276965618134,0.0003,0.048748888,3310,0.07187771052122116
