time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/loss,train/explained_variance,train/approx_kl,train/std,train/n_updates,train/value_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/entropy_loss
486,-8.86351577,150.0,252,323584,60,0.07263871282339096,0.6227798759937286,0.084652975,0.24686145782470703,1570,0.3696203073486686,0.0003,0.491015625,0.012799946351151448,0.2,-0.1254549153149128
486,-8.74319104,150.0,256,325632,61,0.005637742578983307,0.8717545121908188,0.06483915,0.24708259105682373,1580,0.03929367226082832,0.0003,0.4466796875,-0.0003566599887562916,0.2,-0.10481587313115596
486,-8.71618148,150.0,261,327680,62,-0.012808812782168388,0.8958913534879684,0.059891324,0.24615514278411865,1590,0.03484940980415559,0.0003,0.423779296875,-0.0017706294966046698,0.2,-0.09452143982052803
486,-8.218244530000002,150.0,265,329728,63,0.07882089167833328,0.9118225127458572,0.06502287,0.24462579190731049,1600,0.02530676829337608,0.0003,0.434375,0.0006609592070162762,0.2,-0.05819866508245468
486,-8.201743129999999,150.0,269,331776,64,-0.0033757565543055534,0.7239254713058472,0.07576336,0.24184010922908783,1610,0.04546522877863026,0.0003,0.469482421875,0.0030964229885285023,0.2,0.0005261797457933425
486,-8.186160070000001,150.0,273,333824,65,0.04167088493704796,0.8832898661494255,0.062356103,0.2383245974779129,1620,0.024774347768106962,0.0003,0.457421875,-0.001999536885705311,0.2,0.10028836466372013
486,-8.09949726,150.0,277,335872,66,-0.017939085140824318,0.8211191594600677,0.07156621,0.23707078397274017,1630,0.033849296566768314,0.0003,0.4578125,0.005027342390530975,0.2,0.1581328958272934
486,-12.996590220000003,150.0,282,337920,67,0.013793685473501682,0.8415212035179138,0.06513292,0.23420679569244385,1640,0.03145133229845669,0.0003,0.4298828125,-0.0029546183344791644,0.2,0.2260643169283867
485,-12.76770618,150.0,286,339968,68,5.833065032958984,0.8452843278646469,0.50675565,0.23351725935935974,1650,25.61527399364859,0.0003,0.3126953125,0.0016296210582368077,0.2,0.269006771966815
485,-12.506716449999999,150.0,290,342016,69,0.08543532341718674,0.41416674852371216,0.06781575,0.2320435792207718,1660,0.09955938624334522,0.0003,0.476318359375,0.015223331205925205,0.2,0.3082837890833616
485,-12.51898177,150.0,295,344064,70,0.048118956387043,-5.6228556632995605,0.060782846,0.2308756411075592,1670,0.3524203735869378,0.0003,0.48388671875,0.018581246186295176,0.2,0.3448644779622555
485,-12.670012430000002,150.0,299,346112,71,0.0014708582311868668,0.7699382901191711,0.06604924,0.2290736883878708,1680,0.04338094919003197,0.0003,0.45126953125,0.00423698280210374,0.2,0.39526354875415565
484,-12.98447279,150.0,304,348160,72,0.0038440395146608353,0.8728145360946655,0.07611649,0.2281804084777832,1690,0.034894918536156186,0.0003,0.500048828125,0.008956905330342125,0.2,0.4327745266258717
484,-14.587635189999999,150.0,308,350208,73,0.45863038301467896,0.6605464220046997,0.28411382,0.22734637558460236,1700,0.7292711318936199,0.0003,0.4515625,-0.010709392950229813,0.2,0.45473425164818765
484,-12.2499142,150.0,312,352256,74,13.009382247924805,0.8984527960419655,0.32610297,0.2255547046661377,1710,16.402715014037675,0.0003,0.4359375,0.03212618834368186,0.2,0.49806542973965406
484,-9.847652590000001,150.0,316,354304,75,0.07261437922716141,0.7854698449373245,0.09320168,0.2255835235118866,1720,0.08099336761952144,0.0003,0.49716796875,0.012234816819545812,0.2,0.5282834835350514
484,-12.4823649,150.0,321,356352,76,0.005070948973298073,-7.02403450012207,0.08172512,0.22397153079509735,1730,2.9799624478648186,0.0003,0.462451171875,0.003134553295967635,0.2,0.550834583863616
483,-15.501773570000001,150.0,325,358400,77,0.36776310205459595,0.8933399692177773,0.33226994,0.22253550589084625,1740,3.5930438277311625,0.0003,0.39609375,-0.015982623845047783,0.2,0.5956961380317807
483,-17.37292637,150.0,330,360448,78,0.5890322327613831,0.9640159457921982,0.7581481,0.22074487805366516,1750,10.839094189647586,0.0003,0.34990234375,0.016281865467317403,0.2,0.6510220794007182
483,-17.779103300000003,150.0,334,362496,79,0.0964430421590805,0.9088658317923546,0.83792806,0.2180483192205429,1760,1.1718199573631864,0.0003,0.3833984375,-0.025949735890026204,0.2,0.7227805702015757
483,-15.84485508,150.0,339,364544,80,0.22303494811058044,0.6080700159072876,0.13282034,0.21822714805603027,1770,1.3711585210869088,0.0003,0.517578125,0.01237492750151432,0.2,0.7613702395930886
483,-15.613609660000002,150.0,343,366592,81,0.010794103145599365,0.8440587073564529,0.08096136,0.21657565236091614,1780,0.1383192229710403,0.0003,0.537158203125,0.008161121835291852,0.2,0.7985923601314425
483,-15.548629250000001,150.0,347,368640,82,0.08399159461259842,0.5559215843677521,0.07162809,0.2151222974061966,1790,0.07062381550349528,0.0003,0.49755859375,0.011129532261111307,0.2,0.8436111947521567
483,-17.05796043,150.0,351,370688,83,0.00928466022014618,0.7894107103347778,0.07391461,0.2140701711177826,1800,0.052981641911901536,0.0003,0.51484375,0.0028415773194865324,0.2,0.8804698560386897
483,-14.7225892,150.0,356,372736,84,0.6099722385406494,0.935333363711834,0.21726641,0.2135351449251175,1810,6.548920609825291,0.0003,0.462744140625,0.005153836508543464,0.2,0.9027504602447152
482,-9.89447634,150.0,360,374784,85,0.05860314145684242,-0.8030945062637329,0.068847045,0.2117398977279663,1820,0.28452533921954454,0.0003,0.506640625,0.014801106494269333,0.2,0.9497134776785969
481,-9.423526709999999,150.0,365,376832,86,-0.009794656187295914,0.7668633311986923,0.0728475,0.2113693803548813,1830,0.06485533769446192,0.0003,0.483984375,0.00651161118876189,0.2,0.9896206114441156
480,-10.352487530000001,150.0,370,378880,87,0.06086359918117523,0.9439152367413044,0.06869913,0.21088369190692902,1840,0.020904474193957866,0.0003,0.46240234375,0.008505029244406614,0.2,1.0071303866803647
480,-10.374713550000001,150.0,375,380928,88,0.36296042799949646,0.6777322590351105,0.5971219,0.20889465510845184,1850,1.0891114493104397,0.0003,0.37080078125,-0.022979760021553376,0.2,1.0451736524701118
479,-10.6288032,150.0,380,382976,89,0.008830621838569641,0.7737035006284714,0.07164821,0.20856837928295135,1860,0.03490038591771736,0.0003,0.46611328125,0.014311295733205043,0.2,1.0798044584691524
478,-14.76754444,150.0,385,385024,90,0.015379343181848526,0.7597991675138474,0.08511391,0.20807886123657227,1870,0.10867203486704965,0.0003,0.455908203125,-0.0015246049222696456,0.2,1.0965081047266723
477,-15.40461546,150.0,390,387072,91,6.6291680335998535,0.8594206869602203,0.16726464,0.20906540751457214,1880,20.84825882492587,0.0003,0.356982421875,0.013554154832672794,0.2,1.0858279947191476
476,-15.405188110000001,150.0,395,389120,92,0.949198305606842,0.9660047553479671,0.7043698,0.2075272649526596,1890,8.50769637505291,0.0003,0.3806640625,-0.02280953967710957,0.2,1.094787396863103
474,-15.58852269,150.0,401,391168,93,-0.015855897217988968,0.30865365266799927,0.058888145,0.2075740396976471,1900,0.11051402594603132,0.0003,0.475146484375,0.00835130363702774,0.2,1.127956648170948
474,-14.500782100000002,150.0,406,393216,94,0.0514400377869606,0.6930412948131561,0.08425408,0.2077462375164032,1910,0.08399849401030224,0.0003,0.4826171875,0.0051049790839897465,0.2,1.1256938055157661
473,-18.931394710000003,150.0,410,395264,95,0.03359849750995636,0.6633263230323792,0.08385451,0.2071746289730072,1920,0.07051741777395364,0.0003,0.51767578125,0.0033205581359652568,0.2,1.1340979680418968
473,-19.024579120000002,150.0,415,397312,96,0.7170910835266113,0.9508322030305862,2.9407911,0.20666587352752686,1930,8.728206016938202,0.0003,0.444873046875,-0.027055488195037468,0.2,1.1414683874696494
473,-14.7293996,150.0,419,399360,97,2.044227123260498,-6.927926540374756,0.12635083,0.20609034597873688,1940,5.042121937661432,0.0003,0.531396484375,0.017868736475429615,0.2,1.1691691923886538
473,-12.603363589999999,150.0,423,401408,98,0.027210954576730728,0.7608326822519302,0.11553693,0.20354712009429932,1950,0.08440176105359569,0.0003,0.4998046875,0.005879747801373014,0.2,1.2307173620909453
