time/fps,train/ent_coef_loss,rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/success_rate,train/critic_loss,train/ent_coef,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,train/actor_loss,train/n_updates
54,-0.6343461871147156,-36.007784490000006,504,3216,0.02,0.22576600313186646,0.017811080440878868,427500,0.0003,50.0,17.92519760131836,427399
54,1.8639500141143799,-34.84319253,508,3220,0.02,0.30288052558898926,0.017802223563194275,427700,0.0003,50.0,17.508668899536133,427599
54,-1.0336730480194092,-35.42450788,511,3224,0.02,0.24005934596061707,0.01772349514067173,427900,0.0003,50.0,18.00636863708496,427799
54,3.0055603981018066,-35.19350074,515,3228,0.02,0.20446601510047913,0.01778649352490902,428100,0.0003,50.0,18.320219039916992,427999
54,1.7039059400558472,-35.23170607,518,3232,0.02,0.3139013350009918,0.017924334853887558,428300,0.0003,50.0,17.342565536499023,428199
54,-1.0233525037765503,-35.721263210000004,522,3236,0.02,0.2879921793937683,0.01784396916627884,428500,0.0003,50.0,17.71326446533203,428399
54,0.5788086652755737,-35.66903528,526,3240,0.02,0.2742342948913574,0.017561787739396095,428700,0.0003,50.0,18.220470428466797,428599
54,-0.6611671447753906,-34.633365860000005,530,3244,0.02,0.23758645355701447,0.017471371218562126,428900,0.0003,50.0,17.539901733398438,428799
54,-0.5242079496383667,-34.631546209999996,533,3248,0.01,0.18231230974197388,0.017332110553979874,429100,0.0003,50.0,16.294511795043945,428999
54,-0.06356000900268555,-33.41165415,537,3252,0.01,0.33317282795906067,0.017312882468104362,429300,0.0003,50.0,17.549715042114258,429199
54,-0.4669687747955322,-33.20568256,540,3256,0.02,0.3843505382537842,0.017221521586179733,429500,0.0003,50.0,17.14957046508789,429399
54,-0.2392493486404419,-34.53413446,544,3260,0.03,0.35893145203590393,0.016973858699202538,429700,0.0003,50.0,17.493576049804688,429599
54,-3.833818197250366,-33.947268199999996,548,3264,0.04,0.1382952779531479,0.016904549673199654,429900,0.0003,50.0,16.132471084594727,429799
54,-2.190411329269409,-33.195188189999996,551,3268,0.04,0.2500447928905487,0.016795534640550613,430100,0.0003,50.0,17.046804428100586,429999
54,-1.8477288484573364,-32.47132551,555,3272,0.04,0.34751319885253906,0.016676761209964752,430300,0.0003,50.0,17.03267478942871,430199
54,0.6963187456130981,-31.926685659999997,559,3276,0.04,0.18221434950828552,0.01655285432934761,430500,0.0003,50.0,17.682363510131836,430399
54,4.293370246887207,-31.845305059999998,562,3280,0.05,0.2932959198951721,0.016616927459836006,430700,0.0003,50.0,18.217233657836914,430599
54,-6.088639259338379,-31.403944820000003,566,3284,0.05,0.14785459637641907,0.016434473916888237,430900,0.0003,50.0,14.90513801574707,430799
54,0.9858904480934143,-30.208379809999997,570,3288,0.05,0.3760579824447632,0.016361739486455917,431100,0.0003,50.0,17.940753936767578,430999
54,-1.9295707941055298,-31.575973209999997,573,3292,0.05,0.40420645475387573,0.016245778650045395,431300,0.0003,50.0,16.860891342163086,431199
54,-1.6496938467025757,-31.951844230000006,577,3296,0.04,0.22995927929878235,0.016222145408391953,431500,0.0003,50.0,16.404464721679688,431399
54,0.7397962808609009,-32.333148300000005,580,3300,0.04,0.2886228859424591,0.016120245680212975,431700,0.0003,50.0,17.118656158447266,431599
54,1.7457835674285889,-31.65896232,584,3304,0.04,0.19661036133766174,0.015965543687343597,431900,0.0003,50.0,16.9183292388916,431799
54,0.270255446434021,-32.49383817999999,588,3308,0.04,0.39543813467025757,0.015895869582891464,432100,0.0003,50.0,16.99795913696289,431999
54,1.5303608179092407,-32.52711258,591,3312,0.05,0.2680671215057373,0.01596059650182724,432300,0.0003,50.0,17.715473175048828,432199
54,1.340620994567871,-31.570374700000002,595,3316,0.05,0.25160884857177734,0.016111016273498535,432500,0.0003,50.0,18.394893646240234,432399
54,-3.5258078575134277,-31.90193449,599,3320,0.05,0.1889834702014923,0.01605672389268875,432700,0.0003,50.0,15.555164337158203,432599
54,4.731055736541748,-31.662626849999995,602,3324,0.05,0.30561476945877075,0.016031432896852493,432900,0.0003,50.0,18.38982391357422,432799
54,2.233175277709961,-32.011565700000006,606,3328,0.05,0.23104193806648254,0.015946248546242714,433100,0.0003,50.0,18.503007888793945,432999
54,-3.1358983516693115,-31.910846039999996,610,3332,0.05,0.19109022617340088,0.015827948227524757,433300,0.0003,50.0,15.470808982849121,433199
54,3.672306776046753,-31.451433789999996,613,3336,0.05,0.35738837718963623,0.015736401081085205,433500,0.0003,50.0,18.472164154052734,433399
54,2.934992551803589,-31.638188790000005,617,3340,0.05,8.063410758972168,0.01573215425014496,433700,0.0003,50.0,17.269893646240234,433599
54,-1.9330127239227295,-31.851480859999995,621,3344,0.05,0.17826461791992188,0.01560282800346613,433900,0.0003,50.0,16.88753318786621,433799
54,-2.6771597862243652,-32.15073236999999,624,3348,0.06,0.3281404376029968,0.015529248863458633,434100,0.0003,50.0,17.376798629760742,433999
54,-1.0440422296524048,-32.64002408,628,3352,0.06,0.4686131477355957,0.0154035659506917,434300,0.0003,50.0,17.4234561920166,434199
54,-0.10188698768615723,-33.2064755,632,3356,0.05,0.3359781801700592,0.015269380062818527,434500,0.0003,50.0,17.043806076049805,434399
54,-0.285530686378479,-33.20259242999999,636,3360,0.04,0.5331227779388428,0.015173884108662605,434700,0.0003,50.0,17.02248764038086,434599
54,1.496058702468872,-33.77361501,639,3364,0.03,0.5084256529808044,0.015109826810657978,434900,0.0003,50.0,18.414867401123047,434799
54,1.1328338384628296,-34.93147786,643,3368,0.03,0.31721556186676025,0.01503710262477398,435100,0.0003,50.0,17.19127655029297,434999
54,-1.7145273685455322,-34.55419225,646,3372,0.04,0.2165781855583191,0.015024000778794289,435300,0.0003,50.0,16.78093719482422,435199
54,-3.1913371086120605,-34.22187753000001,650,3376,0.05,0.1774163544178009,0.014828941784799099,435500,0.0003,50.0,16.669898986816406,435399
54,-0.7401056289672852,-33.97485819999999,654,3380,0.04,0.3950161933898926,0.014665987342596054,435700,0.0003,50.0,16.76361083984375,435599
54,0.2149638533592224,-34.72891335,657,3384,0.04,0.4253484606742859,0.014756718650460243,435900,0.0003,50.0,17.005817413330078,435799
54,-2.4076735973358154,-34.41937536,661,3388,0.05,0.2166656106710434,0.014813337475061417,436100,0.0003,50.0,15.676887512207031,435999
54,2.4199047088623047,-33.2218258,664,3392,0.05,0.24719396233558655,0.014779442921280861,436300,0.0003,50.0,18.3780517578125,436199
54,-1.9289737939834595,-33.05956961,668,3396,0.05,0.2090698629617691,0.014655082486569881,436500,0.0003,50.0,16.68508529663086,436399
54,-1.6350877285003662,-32.10248659999999,672,3400,0.06,0.3867194652557373,0.014557442627847195,436700,0.0003,50.0,16.896442413330078,436599
54,1.290510654449463,-32.16253802999999,675,3404,0.06,0.5149634480476379,0.01440115924924612,436900,0.0003,50.0,16.747983932495117,436799
54,0.08337521553039551,-31.353806589999998,679,3408,0.06,0.5404239892959595,0.014329707249999046,437100,0.0003,50.0,16.96609115600586,436999
54,0.7798999547958374,-31.84696026,683,3412,0.05,0.273122638463974,0.014385051093995571,437300,0.0003,50.0,17.84086036682129,437199
54,-1.2982367277145386,-31.980053640000005,686,3416,0.05,0.21301278471946716,0.01435714028775692,437500,0.0003,50.0,16.62208366394043,437399
54,-2.7602763175964355,-33.185701419999994,690,3420,0.05,0.30168426036834717,0.01433954294770956,437700,0.0003,50.0,16.724517822265625,437599
54,-2.1863770484924316,-33.43760198,693,3424,0.05,0.21348057687282562,0.014308677054941654,437900,0.0003,50.0,15.914334297180176,437799
54,2.5904147624969482,-34.73785057,697,3428,0.05,0.49935638904571533,0.014434654265642166,438100,0.0003,50.0,18.366806030273438,437999
54,1.144100546836853,-34.96580583,701,3432,0.05,0.6932846307754517,0.014624743722379208,438300,0.0003,50.0,16.970006942749023,438199
54,-3.3858156204223633,-34.81215323,704,3436,0.05,0.480172336101532,0.014656913466751575,438500,0.0003,50.0,16.024730682373047,438399
54,-0.5737333297729492,-34.52637313,708,3440,0.05,0.3139569163322449,0.014827046543359756,438700,0.0003,50.0,17.22525405883789,438599
54,0.6172256469726562,-35.35625583000001,712,3444,0.05,0.2719952464103699,0.01473149936646223,438900,0.0003,50.0,16.390350341796875,438799
