time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/loss,train/std,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/approx_kl
23,50.0,94,47104,-9.36974792,496,-0.017145391456142533,220,0.9449186883866787,0.15908203125,0.1200251579284668,0.9201804399490356,0.4494402718730271,-9.367086341977119,0.0003,0.2,0.014517039
24,50.0,98,49152,-9.33163508,496,-0.014018237260461319,230,0.931554913520813,0.13076171875,0.18182682991027832,0.9098065495491028,0.3361829839181155,-9.286130559444427,0.0003,0.2,0.012006721
25,50.0,103,51200,-9.398793119999999,496,-0.014155205483257305,240,0.7981128841638565,0.139404296875,0.0964711606502533,0.9011631608009338,0.291170533047989,-9.212283790111542,0.0003,0.2,0.014280653
26,50.0,107,53248,-8.92615919,497,-0.020655285810062197,250,0.9234689474105835,0.176611328125,0.13990949094295502,0.9016189575195312,0.26632629898376764,-9.17977537214756,0.0003,0.2,0.014786707
27,50.0,111,55296,-8.2053183,497,-0.019215452781645583,260,0.9448937773704529,0.179736328125,0.09605091065168381,0.8997920155525208,0.2304569512140006,-9.177693048119545,0.0003,0.2,0.016170908
28,50.0,115,57344,-8.040952410000001,497,-0.01283571611638763,270,0.9059937745332718,0.119677734375,0.09611320495605469,0.8905574083328247,0.27466849028132856,-9.12861063182354,0.0003,0.2,0.011044128
29,50.0,119,59392,-7.719220079999999,498,-0.013975636558461702,280,0.9277628809213638,0.14384765625,0.05627422034740448,0.8850125670433044,0.22434409540146588,-9.077620285749436,0.0003,0.2,0.01198804
30,50.0,123,61440,-7.55649306,498,-0.012340481932915282,290,0.8984086811542511,0.135498046875,0.10036888718605042,0.8812795877456665,0.17963491810951382,-9.036385798454285,0.0003,0.2,0.013563754
31,50.0,127,63488,-7.152385620000002,498,-0.011627219179354142,300,0.9019667282700539,0.11513671875,0.03124486654996872,0.8685367703437805,0.18346416729036719,-8.965173640847206,0.0003,0.2,0.012705766
32,50.0,131,65536,-6.884547999999999,498,-0.011541969468817114,310,0.9277875199913979,0.140673828125,0.04249369353055954,0.861905038356781,0.13990443535149097,-8.886912402510642,0.0003,0.2,0.011836536
33,50.0,135,67584,-6.890605869999998,499,-0.013885949658288155,320,0.876409225165844,0.15,0.06934722512960434,0.853268027305603,0.16808555219322444,-8.825910213589669,0.0003,0.2,0.0162116
34,50.0,139,69632,-6.747820149999999,499,-0.012915334636636544,330,0.7526330202817917,0.135107421875,0.04024384915828705,0.8526397943496704,0.16932226857170463,-8.79527856707573,0.0003,0.2,0.012855761
35,50.0,143,71680,-6.560969449999999,499,-0.017903775988088455,340,0.7833280265331268,0.174169921875,0.01390928030014038,0.8482257127761841,0.12512707912828774,-8.769202360510826,0.0003,0.2,0.016138475
36,50.0,147,73728,-6.345937279999999,499,-0.01766573173517827,350,0.8333108425140381,0.1796875,0.03967241570353508,0.841496467590332,0.14122341852635145,-8.716137540340423,0.0003,0.2,0.016769864
37,50.0,151,75776,-6.16719769,500,-0.01577815365162678,360,0.8890452161431313,0.164453125,0.005701318383216858,0.8307428956031799,0.12095576324500143,-8.641928958892823,0.0003,0.2,0.014335567
38,50.0,155,77824,-6.073679440000001,500,-0.012939050536078866,370,0.8457207679748535,0.139453125,0.041407786309719086,0.8248575925827026,0.0964287145761773,-8.579900169372559,0.0003,0.2,0.012147469
39,50.0,159,79872,-5.956184539999999,500,-0.016865980012516955,380,0.8603633493185043,0.1580078125,-0.003910336643457413,0.8212552070617676,0.10385913869831712,-8.539977952837944,0.0003,0.2,0.015883114
40,50.0,163,81920,-5.707558409999999,500,-0.014661550789605826,390,0.8812724351882935,0.171826171875,0.10427917540073395,0.8141403198242188,0.10861417287960648,-8.490686687827111,0.0003,0.2,0.015791684
41,50.0,167,83968,-5.65795903,500,-0.012898933538235725,400,0.8250577449798584,0.127392578125,0.02998536452651024,0.8084834814071655,0.09713418453466147,-8.433805680274963,0.0003,0.2,0.011526527
42,50.0,171,86016,-5.668157929999999,501,-0.016203895323269536,410,0.9336474537849426,0.204736328125,0.01367608830332756,0.803848922252655,0.07248040902195499,-8.388743788003922,0.0003,0.2,0.01685493
43,50.0,175,88064,-5.6108996000000015,501,-0.016873755093547514,420,0.9432862177491188,0.1849609375,0.02783254161477089,0.7982360124588013,0.09258537377463653,-8.346934947371484,0.0003,0.2,0.017438326
44,50.0,179,90112,-5.418993909999999,501,-0.01573863414450898,430,0.8841011300683022,0.1849609375,-0.011614661663770676,0.7927645444869995,0.08518657548120245,-8.296480438113212,0.0003,0.2,0.01730014
45,50.0,183,92160,-5.181033849999999,501,-0.016309811671089847,440,0.9183722734451294,0.169677734375,0.03732922673225403,0.7869299054145813,0.07973322775214911,-8.244840505719186,0.0003,0.2,0.016488343
46,50.0,187,94208,-5.06268496,501,-0.011992386613565031,450,0.9430072121322155,0.180419921875,0.020236223936080933,0.7817170023918152,0.054012284643249586,-8.195622670650483,0.0003,0.2,0.015647558
47,50.0,191,96256,-5.0193622399999995,501,-0.01809185999809415,460,0.9222398325800896,0.20986328125,-0.00040378794074058533,0.7743818163871765,0.048967119754524904,-8.13186881840229,0.0003,0.2,0.016552802
48,50.0,195,98304,-4.96005111,502,-0.011697737706708723,470,0.9063707739114761,0.169970703125,0.011186584830284119,0.7673452496528625,0.06580723386723548,-8.06251980662346,0.0003,0.2,0.015412547
49,50.0,199,100352,-4.92335314,502,-0.011008877164567821,480,0.9135766923427582,0.17646484375,-0.021208520978689194,0.76250821352005,0.06645954287378117,-8.00847460180521,0.0003,0.2,0.01597555
50,50.0,203,102400,-4.85196045,502,-0.01491120239297743,490,0.8875410035252571,0.1673828125,0.023043520748615265,0.7527037262916565,0.07059778427937999,-7.937643629312515,0.0003,0.2,0.014996818
51,50.0,207,104448,-4.69199243,502,-0.012094822934886906,500,0.9288987219333649,0.18623046875,0.016873251646757126,0.7458724975585938,0.040985866286791864,-7.866422508656979,0.0003,0.2,0.01604474
52,50.0,212,106496,-4.551147,502,-0.012411665443505627,510,0.9185434877872467,0.16484375,0.010466054081916809,0.7379786372184753,0.040307917952304706,-7.795594194531441,0.0003,0.2,0.01512054
53,50.0,216,108544,-4.496136400000001,502,-0.01777889520453755,520,0.9226223230361938,0.2138671875,-0.037009347230196,0.7264593839645386,0.043017426930600774,-7.694990272819996,0.0003,0.2,0.018441446
54,50.0,220,110592,-4.46021422,502,-0.010544872790342196,530,0.8794766217470169,0.191162109375,0.029372649267315865,0.7189054489135742,0.04506072690128349,-7.604261332750321,0.0003,0.2,0.016315125
55,50.0,224,112640,-4.35127914,502,-0.011210967814258765,540,0.8498099446296692,0.190478515625,-0.02918132022023201,0.7128377556800842,0.03768631164566614,-7.543322722613811,0.0003,0.2,0.016834881
56,50.0,228,114688,-4.32010092,502,-0.010774967123870738,550,0.7331229448318481,0.206787109375,-0.0005418267101049423,0.7078065276145935,0.03850263746571727,-7.490424658358097,0.0003,0.2,0.019711003
57,50.0,232,116736,-4.24002131,502,-0.007309362246451201,560,0.8186426013708115,0.15146484375,9.010918438434601e-05,0.7042995095252991,0.04264142262982205,-7.448973508179188,0.0003,0.2,0.011920938
58,50.0,236,118784,-4.22715792,502,-0.0131125493280706,570,0.813065379858017,0.20390625,0.0015868265181779861,0.7006211280822754,0.03891580954077654,-7.411039307713509,0.0003,0.2,0.015819168
59,50.0,240,120832,-4.18148108,502,-0.007997867085214239,580,0.7606260925531387,0.181396484375,-0.011764315888285637,0.6959972381591797,0.03763023119536228,-7.366007588803768,0.0003,0.2,0.014334521
60,50.0,244,122880,-4.1387196799999995,503,-0.009238797161378898,590,0.8745949119329453,0.19296875,-0.014552921056747437,0.688609778881073,0.033393170626368374,-7.300129167735577,0.0003,0.2,0.014121345
61,50.0,248,124928,-4.01804324,503,-0.005872699270548764,600,0.8465387225151062,0.1486328125,-0.0035109994933009148,0.6817868947982788,0.030599319224711506,-7.228935545682907,0.0003,0.2,0.012954504
62,50.0,252,126976,-3.9898448800000006,503,-0.011423008749261498,610,0.8999528214335442,0.204638671875,0.011102201417088509,0.6723789572715759,0.024494642933132128,-7.144857712090015,0.0003,0.2,0.016519777
63,50.0,256,129024,-3.9251786700000006,503,-0.011067897875909694,620,0.9085430130362511,0.2158203125,0.006883573718369007,0.6631771326065063,0.02510250920895487,-7.043538068234921,0.0003,0.2,0.019810718
64,50.0,260,131072,-3.85102839,503,-0.012614891202247236,630,0.9133733883500099,0.201513671875,-0.0005851378664374352,0.6598441004753113,0.02373903395491652,-6.981369237601757,0.0003,0.2,0.018997945
65,50.0,264,133120,-3.7778541700000003,503,-0.008806049542181426,640,0.9212365597486496,0.202880859375,-0.015316851437091827,0.6526071429252625,0.02033486539730802,-6.920418606698513,0.0003,0.2,0.01749893
66,50.0,268,135168,-3.8292916999999993,503,-0.009622453086194582,650,0.9324442595243454,0.2083984375,0.03208651393651962,0.6496869325637817,0.019714289208059198,-6.867180348932743,0.0003,0.2,0.016612988
67,50.0,272,137216,-3.8071640699999993,504,-0.009802369895623997,660,0.9387143887579441,0.23154296875,0.010985124856233597,0.6423731446266174,0.02157894766132813,-6.806957326829433,0.0003,0.2,0.023027798
68,50.0,276,139264,-3.67137867,504,-0.010568217937543523,670,0.9446418583393097,0.2078125,0.016819080337882042,0.6362804770469666,0.01975631164968945,-6.731435087323189,0.0003,0.2,0.019227672
69,50.0,280,141312,-3.5576633299999996,504,-0.007098347127612215,680,0.9384078979492188,0.191455078125,-0.012345490045845509,0.630465567111969,0.014930079629993997,-6.660737784206868,0.0003,0.2,0.015684782
70,50.0,284,143360,-3.55885547,504,-0.0108330855568056,690,0.966665729880333,0.237646484375,0.012321100570261478,0.6209858059883118,0.012521333554468583,-6.566684168577194,0.0003,0.2,0.019422282
71,50.0,288,145408,-3.5272166799999995,504,-0.015546823490876705,700,0.9743094593286514,0.257470703125,-0.04667424038052559,0.6134480834007263,0.012938214093446731,-6.474936421215534,0.0003,0.2,0.019274728
72,50.0,292,147456,-3.41439032,504,-0.008443085753242485,710,0.9724995419383049,0.24140625,-0.008358924649655819,0.6086840033531189,0.01137475577852456,-6.409564571082592,0.0003,0.2,0.01764629
73,50.0,296,149504,-3.3274417300000003,504,-0.010974920284934343,720,0.9753354974091053,0.237158203125,-0.02584056928753853,0.598425567150116,0.009605935278523247,-6.317438481748104,0.0003,0.2,0.021658398
74,50.0,300,151552,-3.2657954,504,-0.015324425077415072,730,0.9819553233683109,0.255908203125,-0.0316726490855217,0.5897613167762756,0.009997680700325872,-6.202311652898788,0.0003,0.2,0.02524113
75,50.0,304,153600,-3.2350751500000006,504,-0.007819618654320949,740,0.9746757261455059,0.255517578125,0.010109549388289452,0.5859764814376831,0.00961120191786904,-6.135655044019222,0.0003,0.2,0.018076861
76,50.0,308,155648,-3.1600190300000004,504,-0.008188916710787452,750,0.9806145541369915,0.262158203125,0.033068276941776276,0.5791956186294556,0.0072086487220076375,-6.069213680922985,0.0003,0.2,0.022348188
77,50.0,312,157696,-3.08575208,504,-0.007292236137436703,760,0.982689717784524,0.22783203125,0.01708565466105938,0.5713855624198914,0.007802751087001525,-5.983639910817146,0.0003,0.2,0.019395309
78,50.0,316,159744,-3.0556239899999995,504,-0.009554355342697819,770,0.9807409234344959,0.250634765625,0.003041610587388277,0.5636497139930725,0.0071008991908456665,-5.883637709915638,0.0003,0.2,0.020379897
79,50.0,320,161792,-3.0288263,504,-0.007452487354748882,780,0.979699157178402,0.244140625,-0.01797972247004509,0.5598428845405579,0.006574813595216255,-5.809601777791977,0.0003,0.2,0.018488707
80,50.0,324,163840,-2.97713072,504,-0.007121965401165653,790,0.9817386921495199,0.249609375,0.008851026184856892,0.5503228306770325,0.005738182988716289,-5.723165725171566,0.0003,0.2,0.022153486
81,50.0,328,165888,-2.8596394,504,-0.005866910509212175,800,0.9769469723105431,0.258154296875,0.008693407289683819,0.5400672554969788,0.005622949009557487,-5.59391530752182,0.0003,0.2,0.021613913
82,50.0,332,167936,-2.8543171399999996,504,-0.005354171902581584,810,0.9710327722132206,0.25048828125,-0.008642767556011677,0.5346108078956604,0.006553942073514918,-5.498257371783256,0.0003,0.2,0.0193979
83,50.0,336,169984,-2.8003048000000006,505,-0.00769946854270529,820,0.974773682653904,0.27275390625,-0.004652798175811768,0.5281357169151306,0.006211736272962298,-5.416361869871617,0.0003,0.2,0.02244379
84,50.0,340,172032,-2.72907188,505,-0.002672761050052941,830,0.9730944391340017,0.263525390625,-0.015684524551033974,0.519923746585846,0.005508541817107471,-5.318910694122314,0.0003,0.2,0.018435758
85,50.0,344,174080,-2.6346914600000004,505,-0.0021453516092151403,840,0.9665598496794701,0.2728515625,-0.03781001642346382,0.5117266774177551,0.005195030471804784,-5.204662434756756,0.0003,0.2,0.020954933
86,50.0,348,176128,-2.58129618,505,0.003444390070217196,850,0.9715676233172417,0.263232421875,-0.028118060901761055,0.5066331624984741,0.005208480737201171,-5.117032904922962,0.0003,0.2,0.016777577
87,50.0,352,178176,-2.59097732,505,-0.0020837240386754274,860,0.9534680135548115,0.275439453125,-0.017625249922275543,0.49979791045188904,0.003894280754684587,-5.03350977897644,0.0003,0.2,0.022094624
88,50.0,356,180224,-2.6099045100000007,505,-0.003995944773487281,870,0.9764147382229567,0.2796875,-0.01828606240451336,0.49512144923210144,0.004600377493625274,-4.952098229527474,0.0003,0.2,0.023828194
89,50.0,360,182272,-2.57921568,505,-0.007075232145143673,880,0.9661135114729404,0.30283203125,-0.01630856655538082,0.4884994328022003,0.00506880691536935,-4.870724365115166,0.0003,0.2,0.02724659
90,50.0,364,184320,-2.5384764200000003,505,-0.0016559780589886941,890,0.9620585106313229,0.27392578125,0.06257624179124832,0.4800777733325958,0.0032774583174614235,-4.757849188148976,0.0003,0.2,0.025749806
91,50.0,368,186368,-2.52864661,505,-0.0038612428688793443,900,0.9699758533388376,0.301708984375,-0.01896663010120392,0.4752935767173767,0.004222631805896526,-4.658379256725311,0.0003,0.2,0.026679346
92,50.0,372,188416,-2.5235472400000005,505,-0.0028514616380562073,910,0.9723642934113741,0.318896484375,0.0032433192245662212,0.4655981957912445,0.004108357233781135,-4.546124242246151,0.0003,0.2,0.025374662
93,50.0,376,190464,-2.5119069800000005,505,-0.00815998604230117,920,0.9563386552035809,0.297021484375,-0.03138580173254013,0.4573480188846588,0.00399712337020901,-4.408357295393944,0.0003,0.2,0.022969812
94,50.0,380,192512,-2.5093624,505,0.001105862483382225,930,0.9577758722007275,0.291650390625,-0.013139517046511173,0.4511966109275818,0.0035315734643518227,-4.3020206779241565,0.0003,0.2,0.022590403
95,50.0,384,194560,-2.4694688200000003,505,-0.004781967484450434,940,0.95634476095438,0.315869140625,0.004680657759308815,0.4436206519603729,0.0033272914955887246,-4.2008801475167274,0.0003,0.2,0.034127064
96,50.0,388,196608,-2.43739071,505,-0.006130335222405847,950,0.9301930516958237,0.315625,0.027805853635072708,0.43679362535476685,0.003233939352139714,-4.08601975440979,0.0003,0.2,0.033552
97,50.0,392,198656,-2.35436776,505,0.00268216639306047,960,0.9584429264068604,0.318310546875,0.059339795261621475,0.4300990104675293,0.003109689555640216,-3.973400468379259,0.0003,0.2,0.023953008
98,50.0,396,200704,-2.3185869699999997,505,0.0021628194823279045,970,0.9544900916516781,0.2947265625,0.010192960500717163,0.424299031496048,0.003329793045122642,-3.8736282058060167,0.0003,0.2,0.025159366
